ingredient_name,aliases,allergen_category,source,plain_explanation,verified
egg ingredient blend 29,egg-ingredient-blend-29 | eggingredientblend29,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 29,egg-flavor-base-29 | eggflavorbase29,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 30,egg-ingredient-blend-30 | eggingredientblend30,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 30,egg-flavor-base-30 | eggflavorbase30,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 31,egg-ingredient-blend-31 | eggingredientblend31,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 31,egg-flavor-base-31 | eggflavorbase31,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 32,egg-ingredient-blend-32 | eggingredientblend32,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 32,egg-flavor-base-32 | eggflavorbase32,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 33,egg-ingredient-blend-33 | eggingredientblend33,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 33,egg-flavor-base-33 | eggflavorbase33,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 34,egg-ingredient-blend-34 | eggingredientblend34,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 34,egg-flavor-base-34 | eggflavorbase34,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 35,egg-ingredient-blend-35 | eggingredientblend35,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 35,egg-flavor-base-35 | eggflavorbase35,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 36,egg-ingredient-blend-36 | eggingredientblend36,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 36,egg-flavor-base-36 | eggflavorbase36,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 37,egg-ingredient-blend-37 | eggingredientblend37,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 37,egg-flavor-base-37 | eggflavorbase37,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 38,egg-ingredient-blend-38 | eggingredientblend38,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 38,egg-flavor-base-38 | eggflavorbase38,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 39,egg-ingredient-blend-39 | eggingredientblend39,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 39,egg-flavor-base-39 | eggflavorbase39,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 40,egg-ingredient-blend-40 | eggingredientblend40,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 40,egg-flavor-base-40 | eggflavorbase40,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 41,egg-ingredient-blend-41 | eggingredientblend41,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 41,egg-flavor-base-41 | eggflavorbase41,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 42,egg-ingredient-blend-42 | eggingredientblend42,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 42,egg-flavor-base-42 | eggflavorbase42,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 43,egg-ingredient-blend-43 | eggingredientblend43,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 43,egg-flavor-base-43 | eggflavorbase43,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 44,egg-ingredient-blend-44 | eggingredientblend44,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 44,egg-flavor-base-44 | eggflavorbase44,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 45,egg-ingredient-blend-45 | eggingredientblend45,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 45,egg-flavor-base-45 | eggflavorbase45,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 46,egg-ingredient-blend-46 | eggingredientblend46,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 46,egg-flavor-base-46 | eggflavorbase46,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 47,egg-ingredient-blend-47 | eggingredientblend47,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 47,egg-flavor-base-47 | eggflavorbase47,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 48,egg-ingredient-blend-48 | eggingredientblend48,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 48,egg-flavor-base-48 | eggflavorbase48,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 49,egg-ingredient-blend-49 | eggingredientblend49,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 49,egg-flavor-base-49 | eggflavorbase49,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 50,egg-ingredient-blend-50 | eggingredientblend50,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 50,egg-flavor-base-50 | eggflavorbase50,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 51,egg-ingredient-blend-51 | eggingredientblend51,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 51,egg-flavor-base-51 | eggflavorbase51,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 52,egg-ingredient-blend-52 | eggingredientblend52,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 52,egg-flavor-base-52 | eggflavorbase52,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 53,egg-ingredient-blend-53 | eggingredientblend53,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 53,egg-flavor-base-53 | eggflavorbase53,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 54,egg-ingredient-blend-54 | eggingredientblend54,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 54,egg-flavor-base-54 | eggflavorbase54,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 55,egg-ingredient-blend-55 | eggingredientblend55,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 55,egg-flavor-base-55 | eggflavorbase55,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 56,egg-ingredient-blend-56 | eggingredientblend56,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 56,egg-flavor-base-56 | eggflavorbase56,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 57,egg-ingredient-blend-57 | eggingredientblend57,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 57,egg-flavor-base-57 | eggflavorbase57,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 58,egg-ingredient-blend-58 | eggingredientblend58,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 58,egg-flavor-base-58 | eggflavorbase58,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 59,egg-ingredient-blend-59 | eggingredientblend59,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 59,egg-flavor-base-59 | eggflavorbase59,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 60,egg-ingredient-blend-60 | eggingredientblend60,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 60,egg-flavor-base-60 | eggflavorbase60,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 61,egg-ingredient-blend-61 | eggingredientblend61,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 61,egg-flavor-base-61 | eggflavorbase61,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 62,egg-ingredient-blend-62 | eggingredientblend62,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 62,egg-flavor-base-62 | eggflavorbase62,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 63,egg-ingredient-blend-63 | eggingredientblend63,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 63,egg-flavor-base-63 | eggflavorbase63,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 64,egg-ingredient-blend-64 | eggingredientblend64,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 64,egg-flavor-base-64 | eggflavorbase64,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 65,egg-ingredient-blend-65 | eggingredientblend65,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 65,egg-flavor-base-65 | eggflavorbase65,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 66,egg-ingredient-blend-66 | eggingredientblend66,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 66,egg-flavor-base-66 | eggflavorbase66,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 67,egg-ingredient-blend-67 | eggingredientblend67,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
